"","Metro","Month","Dimension","Job Openings","Median Base Pay"
"925","Houston","2017-08-14","Job Openings","89219",NA
"926","Houston","2017-08-21","Job Openings","89463.5",NA
"927","Houston","2017-08-28","Job Openings","89521",NA
"928","Houston","2017-09","Metro Median Base Pay",NA,"54966.333333333299"
"929","Houston","2017-09-04","Job Openings","89121.25",NA
"930","Houston","2017-09-11","Job Openings","89286",NA
"931","Houston","2017-09-18","Job Openings","89712.75",NA
"932","Houston","2017-09-25","Job Openings","90366",NA
"933","Houston","2017-10","Metro Median Base Pay",NA,"54925.333333333299"
"934","Houston","2017-10-02","Job Openings","91780.5",NA
"935","Houston","2017-10-09","Job Openings","93447.75",NA
"936","Houston","2017-10-16","Job Openings","95297",NA
"937","Houston","2017-10-23","Job Openings","97135",NA
"938","Houston","2017-10-30","Job Openings","98458.25",NA
"939","Houston","2017-11","Metro Median Base Pay",NA,"55072.666666666701"
"940","Houston","2017-11-06","Job Openings","98531.5",NA
"941","Houston","2017-11-13","Job Openings","97833.25",NA
"942","Houston","2017-11-20","Job Openings","97045.5",NA
"943","Houston","2017-11-27","Job Openings","96096",NA
"944","Houston","2017-12","Metro Median Base Pay",NA,"55296"
"945","Houston","2017-12-04","Job Openings","96946.25",NA
"946","Houston","2017-12-11","Job Openings","96736.75",NA
"947","Houston","2017-12-18","Job Openings","96140.5",NA
"948","Houston","2017-12-25","Job Openings","95433.75",NA
"949","Houston","2018-01","Metro Median Base Pay",NA,"55485"
"950","Houston","2018-01-01","Job Openings","93770.5",NA
"951","Houston","2018-01-08","Job Openings","93793.75",NA
"952","Houston","2018-01-15","Job Openings","93567.25",NA
"953","Houston","2018-01-22","Job Openings","93925.5",NA
"954","Houston","2018-01-29","Job Openings","94310.75",NA
"955","Houston","2018-02","Metro Median Base Pay",NA,"55921.666666666701"
"956","Houston","2018-02-05","Job Openings","94344",NA
"957","Houston","2018-02-12","Job Openings","95032",NA
"958","Houston","2018-02-19","Job Openings","95643",NA
"959","Houston","2018-02-26","Job Openings","95909.5",NA
"960","Houston","2018-03","Metro Median Base Pay",NA,"56072"
"961","Houston","2018-03-05","Job Openings","96823.25",NA
"962","Houston","2018-03-12","Job Openings","97561.5",NA
"963","Houston","2018-03-19","Job Openings","97771",NA
"964","Houston","2018-03-26","Job Openings","97979.75",NA
"965","Houston","2018-04","Metro Median Base Pay",NA,"56296.333333333299"
"966","Houston","2018-04-02","Job Openings","97521.5",NA
"967","Houston","2018-04-09","Job Openings","97084.25",NA
"968","Houston","2018-04-16","Job Openings","96959.25",NA
"969","Houston","2018-04-23","Job Openings","97046.5",NA
"970","Houston","2018-04-30","Job Openings","97112.5",NA
"971","Houston","2018-05","Metro Median Base Pay",NA,"56118.666666666701"
"972","Houston","2018-05-07","Job Openings","97275.5",NA
"973","Houston","2018-05-14","Job Openings","97355.5",NA
"974","Houston","2018-05-21","Job Openings","97333.5",NA
"975","Houston","2018-05-28","Job Openings","97204.5",NA
"976","Houston","2018-06","Metro Median Base Pay",NA,"56064.333333333299"
"977","Houston","2018-06-04","Job Openings","97407.5",NA
"978","Houston","2018-06-11","Job Openings","97857.75",NA
"979","Houston","2018-06-18","Job Openings","98585.5",NA
"980","Houston","2018-06-25","Job Openings","99101.5",NA
"981","Houston","2018-07","Metro Median Base Pay",NA,"55902"
"982","Houston","2018-07-02","Job Openings","99150.5",NA
"983","Houston","2018-07-09","Job Openings","99280.5",NA
"984","Houston","2018-07-16","Job Openings","99082",NA
"985","Houston","2018-07-23","Job Openings","99320",NA
"986","Houston","2018-07-30","Job Openings","99681.5",NA
"987","Houston","2018-08","Metro Median Base Pay",NA,"55889"
"988","Houston","2018-08-06","Job Openings","100157",NA
"989","Houston","2018-08-13","Job Openings","100920.75",NA
"990","Houston","2018-08-20","Job Openings","101162",NA
"991","Houston","2018-08-27","Job Openings","101203.25",NA
"992","Houston","2018-09","Metro Median Base Pay",NA,"55911.666666666701"
"993","Houston","2018-09-03","Job Openings","100618",NA
"994","Houston","2018-09-10","Job Openings","100000",NA
"995","Houston","2018-09-17","Job Openings","99878.5",NA
"996","Houston","2018-09-24","Job Openings","99976.25",NA
"997","Houston","2018-10","Metro Median Base Pay",NA,"56252"
"998","Houston","2018-10-01","Job Openings","100744.25",NA
"999","Houston","2018-10-08","Job Openings","100976.5",NA
"1000","Houston","2018-10-15","Job Openings","100916.25",NA
"1001","Houston","2018-10-22","Job Openings","100500.5",NA
"1002","Houston","2018-10-29","Job Openings","100048.5",NA
"1003","Houston","2018-11","Metro Median Base Pay",NA,"56410.333333333299"
"1004","Houston","2018-11-05","Job Openings","100209.75",NA
"1005","Houston","2018-11-12","Job Openings","100625.75",NA
"1006","Houston","2018-11-19","Job Openings","101049.75",NA
"1007","Houston","2018-11-26","Job Openings","100847",NA
"1008","Houston","2018-12","Metro Median Base Pay",NA,"56357"
"1009","Houston","2018-12-03","Job Openings","100643.25",NA
"1010","Houston","2018-12-10","Job Openings","100070.5",NA
"1011","Houston","2018-12-17","Job Openings","99645.75",NA
"1012","Houston","2018-12-24","Job Openings","99285.25",NA
"1013","Houston","2018-12-31","Job Openings","98371.75",NA
"1014","Houston","2019-01","Metro Median Base Pay",NA,"56032.333333333299"
"1015","Houston","2019-01-07","Job Openings","98378.5",NA
"1016","Houston","2019-01-14","Job Openings","97233.75",NA
"1017","Houston","2019-01-21","Job Openings","96549.25",NA
"1018","Houston","2019-01-28","Job Openings","96473.5",NA
"1019","Houston","2019-02","Metro Median Base Pay",NA,"55888.333333333299"
"1020","Houston","2019-02-04","Job Openings","95932.75",NA
"1021","Houston","2019-02-11","Job Openings","96200",NA
"1022","Houston","2019-02-18","Job Openings","95972.75",NA
"1023","Houston","2019-02-25","Job Openings","95242.5",NA
"1024","Houston","2019-03","Metro Median Base Pay",NA,"55855.333333333299"
"1025","Houston","2019-03-04","Job Openings","94100",NA
"1026","Houston","2019-03-11","Job Openings","93558.5",NA
"1027","Houston","2019-03-18","Job Openings","94082.25",NA
"1028","Houston","2019-03-25","Job Openings","94574",NA
"1029","Houston","2019-04","Metro Median Base Pay",NA,"55945.333333333299"
"1030","Houston","2019-04-01","Job Openings","95538.5",NA
"1031","Houston","2019-04-08","Job Openings","96576.75",NA
"1032","Houston","2019-04-15","Job Openings","97022.75",NA
"1033","Houston","2019-04-22","Job Openings","97815",NA
"1034","Houston","2019-04-29","Job Openings","98193.5",NA
"1035","Houston","2019-05","Metro Median Base Pay",NA,"56264"
"1036","Houston","2019-05-06","Job Openings","97777",NA
"1037","Houston","2019-05-13","Job Openings","97039.25",NA
"1038","Houston","2019-05-20","Job Openings","96481",NA
"1039","Houston","2019-05-27","Job Openings","95667.5",NA
"1040","Houston","2019-06","Metro Median Base Pay",NA,"56550.333333333299"
"1041","Houston","2019-06-03","Job Openings","95677",NA
"1042","Houston","2019-06-10","Job Openings","96324.5",NA
"1043","Houston","2019-06-17","Job Openings","96594",NA
"1044","Houston","2019-06-24","Job Openings","96856.5",NA
"1045","Houston","2019-07","Metro Median Base Pay",NA,"57014.333333333299"
"1046","Houston","2019-07-01","Job Openings","97476.5",NA
"1047","Houston","2019-07-08","Job Openings","98042.5",NA
"1048","Houston","2019-07-15","Job Openings","99022.25",NA
"1049","Houston","2019-07-22","Job Openings","100138.25",NA
"1050","Houston","2019-07-29","Job Openings","100593.5",NA
"1051","Houston","2019-08","Metro Median Base Pay",NA,"57076.666666666701"
"1052","Houston","2019-08-05","Job Openings","100199.25",NA
"1053","Houston","2019-08-12","Job Openings","99196",NA
"1054","Houston","2019-08-19","Job Openings","98728",NA
"1055","Houston","2019-08-26","Job Openings","98380",NA
"1056","Houston","2019-09","Metro Median Base Pay",NA,"57202"
"1057","Houston","2019-09-02","Job Openings","98331.25",NA
"1058","Houston","2019-09-09","Job Openings","98540.75",NA
"1059","Houston","2019-09-16","Job Openings","98723.75",NA
"1060","Houston","2019-09-23","Job Openings","98669.5",NA
"1061","Houston","2019-09-30","Job Openings","98774.25",NA
"1062","Houston","2019-10","Metro Median Base Pay",NA,"56932.666666666701"
"1063","Houston","2019-10-07","Job Openings","98567.75",NA
"1064","Houston","2019-10-14","Job Openings","97175",NA
"1065","Los Angeles","2014-03","Metro Median Base Pay",NA,"56049.666666666701"
"1066","Los Angeles","2014-04","Metro Median Base Pay",NA,"55913.333333333299"
"1067","Los Angeles","2014-05","Metro Median Base Pay",NA,"55866"
"1068","Los Angeles","2014-06","Metro Median Base Pay",NA,"55736.333333333299"
"1069","Los Angeles","2014-07","Metro Median Base Pay",NA,"55726.333333333299"
"1070","Los Angeles","2014-08","Metro Median Base Pay",NA,"55836.666666666701"
"1071","Los Angeles","2014-09","Metro Median Base Pay",NA,"56116"
"1072","Los Angeles","2014-10","Metro Median Base Pay",NA,"56414.333333333299"
"1073","Los Angeles","2014-11","Metro Median Base Pay",NA,"56214.666666666701"
"1074","Los Angeles","2014-12","Metro Median Base Pay",NA,"56130.666666666701"
"1075","Los Angeles","2015-01","Metro Median Base Pay",NA,"56133"
"1076","Los Angeles","2015-02","Metro Median Base Pay",NA,"56467.333333333299"
"1077","Los Angeles","2015-03","Metro Median Base Pay",NA,"56837"
"1078","Los Angeles","2015-04","Metro Median Base Pay",NA,"56808.666666666701"
"1079","Los Angeles","2015-05","Metro Median Base Pay",NA,"56687.333333333299"
"1080","Los Angeles","2015-06","Metro Median Base Pay",NA,"56551.333333333299"
"1081","Los Angeles","2015-07","Metro Median Base Pay",NA,"56727"
"1082","Los Angeles","2015-08","Metro Median Base Pay",NA,"56920"
"1083","Los Angeles","2015-09","Metro Median Base Pay",NA,"56974.333333333299"
"1084","Los Angeles","2015-10","Metro Median Base Pay",NA,"57058.333333333299"
"1085","Los Angeles","2015-11","Metro Median Base Pay",NA,"57104.333333333299"
"1086","Los Angeles","2015-12","Metro Median Base Pay",NA,"57400"
"1087","Los Angeles","2016-01","Metro Median Base Pay",NA,"57521.666666666701"
"1088","Los Angeles","2016-01-04","Job Openings",NA,NA
"1089","Los Angeles","2016-01-11","Job Openings",NA,NA
"1090","Los Angeles","2016-01-18","Job Openings",NA,NA
"1091","Los Angeles","2016-01-25","Job Openings","182750.75",NA
"1092","Los Angeles","2016-02","Metro Median Base Pay",NA,"57592.666666666701"
"1093","Los Angeles","2016-02-01","Job Openings","182512.5",NA
"1094","Los Angeles","2016-02-08","Job Openings","184859.25",NA
"1095","Los Angeles","2016-02-15","Job Openings","187841.5",NA
"1096","Los Angeles","2016-02-22","Job Openings","188982.5",NA
"1097","Los Angeles","2016-02-29","Job Openings","189728",NA
"1098","Los Angeles","2016-03","Metro Median Base Pay",NA,"57722.666666666701"
"1099","Los Angeles","2016-03-07","Job Openings","191238.5",NA
"1100","Los Angeles","2016-03-14","Job Openings","193124.5",NA
"1101","Los Angeles","2016-03-21","Job Openings","195263.75",NA
"1102","Los Angeles","2016-03-28","Job Openings","194273",NA
"1103","Los Angeles","2016-04","Metro Median Base Pay",NA,"57937.666666666701"
"1104","Los Angeles","2016-04-04","Job Openings","189098",NA
"1105","Los Angeles","2016-04-11","Job Openings","183023",NA
"1106","Los Angeles","2016-04-18","Job Openings","178002",NA
"1107","Los Angeles","2016-04-25","Job Openings","175214",NA
"1108","Los Angeles","2016-05","Metro Median Base Pay",NA,"58381"
"1109","Los Angeles","2016-05-02","Job Openings","176075.25",NA
"1110","Los Angeles","2016-05-09","Job Openings","175971.5",NA
"1111","Los Angeles","2016-05-16","Job Openings","176363.75",NA
"1112","Los Angeles","2016-05-23","Job Openings","175909.5",NA
"1113","Los Angeles","2016-05-30","Job Openings","175482.75",NA
"1114","Los Angeles","2016-06","Metro Median Base Pay",NA,"58891.666666666701"
"1115","Los Angeles","2016-06-06","Job Openings","175446.75",NA
"1116","Los Angeles","2016-06-13","Job Openings","174963.25",NA
"1117","Los Angeles","2016-06-20","Job Openings","175781.75",NA
"1118","Los Angeles","2016-06-27","Job Openings","176825.5",NA
"1119","Los Angeles","2016-07","Metro Median Base Pay",NA,"59240"
"1120","Los Angeles","2016-07-04","Job Openings","178718.75",NA
"1121","Los Angeles","2016-07-11","Job Openings","180165",NA
"1122","Los Angeles","2016-07-18","Job Openings","180973.25",NA
"1123","Los Angeles","2016-07-25","Job Openings","181162.5",NA
"1124","Los Angeles","2016-08","Metro Median Base Pay",NA,"59211.333333333299"
"1125","Los Angeles","2016-08-01","Job Openings","181852.75",NA
"1126","Los Angeles","2016-08-08","Job Openings","182458.5",NA
"1127","Los Angeles","2016-08-15","Job Openings","183396.75",NA
"1128","Los Angeles","2016-08-22","Job Openings","184816.75",NA
"1129","Los Angeles","2016-08-29","Job Openings","185020.5",NA
"1130","Los Angeles","2016-09","Metro Median Base Pay",NA,"58985.333333333299"
"1131","Los Angeles","2016-09-05","Job Openings","184762.5",NA
"1132","Los Angeles","2016-09-12","Job Openings","184216.25",NA
"1133","Los Angeles","2016-09-19","Job Openings","183624",NA
"1134","Los Angeles","2016-09-26","Job Openings","184070.25",NA
"1135","Los Angeles","2016-10","Metro Median Base Pay",NA,"58948.333333333299"
"1136","Los Angeles","2016-10-03","Job Openings","185002.75",NA
"1137","Los Angeles","2016-10-10","Job Openings","185787.75",NA
"1138","Los Angeles","2016-10-17","Job Openings","186608.75",NA
"1139","Los Angeles","2016-10-24","Job Openings","186341.75",NA
"1140","Los Angeles","2016-10-31","Job Openings","185513.5",NA
"1141","Los Angeles","2016-11","Metro Median Base Pay",NA,"59282"
"1142","Los Angeles","2016-11-07","Job Openings","184598.25",NA
"1143","Los Angeles","2016-11-14","Job Openings","183681.25",NA
"1144","Los Angeles","2016-11-21","Job Openings","182591",NA
"1145","Los Angeles","2016-11-28","Job Openings","181415",NA
"1146","Los Angeles","2016-12","Metro Median Base Pay",NA,"59458"
"1147","Los Angeles","2016-12-05","Job Openings","180163",NA
"1148","Los Angeles","2016-12-12","Job Openings","178112.25",NA
"1149","Los Angeles","2016-12-19","Job Openings","174906.5",NA
"1150","Los Angeles","2016-12-26","Job Openings","172157",NA
"1151","Los Angeles","2017-01","Metro Median Base Pay",NA,"59915"
"1152","Los Angeles","2017-01-02","Job Openings","169461.25",NA
"1153","Los Angeles","2017-01-09","Job Openings","167980.25",NA
"1154","Los Angeles","2017-01-16","Job Openings","168702.5",NA
"1155","Los Angeles","2017-01-23","Job Openings","170299.25",NA
"1156","Los Angeles","2017-01-30","Job Openings","172279.25",NA
"1157","Los Angeles","2017-02","Metro Median Base Pay",NA,"60108"
"1158","Los Angeles","2017-02-06","Job Openings","173997",NA
"1159","Los Angeles","2017-02-13","Job Openings","175785",NA
"1160","Los Angeles","2017-02-20","Job Openings","177334",NA
"1161","Los Angeles","2017-02-27","Job Openings","179194.75",NA
"1162","Los Angeles","2017-03","Metro Median Base Pay",NA,"60386"
"1163","Los Angeles","2017-03-06","Job Openings","180654",NA
"1164","Los Angeles","2017-03-13","Job Openings","182493.75",NA
"1165","Los Angeles","2017-03-20","Job Openings","184022.25",NA
"1166","Los Angeles","2017-03-27","Job Openings","185839.5",NA
"1167","Los Angeles","2017-04","Metro Median Base Pay",NA,"60312.333333333299"
"1168","Los Angeles","2017-04-03","Job Openings","187314.75",NA
"1169","Los Angeles","2017-04-10","Job Openings","189149",NA
"1170","Los Angeles","2017-04-17","Job Openings","191279.5",NA
"1171","Los Angeles","2017-04-24","Job Openings","191565.25",NA
"1172","Los Angeles","2017-05","Metro Median Base Pay",NA,"60129.333333333299"
"1173","Los Angeles","2017-05-01","Job Openings","192076.5",NA
"1174","Los Angeles","2017-05-08","Job Openings","192090",NA
"1175","Los Angeles","2017-05-15","Job Openings","192355.5",NA
"1176","Los Angeles","2017-05-22","Job Openings","193221.5",NA
"1177","Los Angeles","2017-05-29","Job Openings","193698.75",NA
"1178","Los Angeles","2017-06","Metro Median Base Pay",NA,"59888.333333333299"
"1179","Los Angeles","2017-06-05","Job Openings","193763",NA
"1180","Los Angeles","2017-06-12","Job Openings","193678",NA
"1181","Los Angeles","2017-06-19","Job Openings","194074.75",NA
"1182","Los Angeles","2017-06-26","Job Openings","195453.25",NA
"1183","Los Angeles","2017-07","Metro Median Base Pay",NA,"59735.666666666701"
"1184","Los Angeles","2017-07-03","Job Openings","195515.5",NA
"1185","Los Angeles","2017-07-10","Job Openings","195079",NA
"1186","Los Angeles","2017-07-17","Job Openings","195192.25",NA
"1187","Los Angeles","2017-07-24","Job Openings","195322.75",NA
"1188","Los Angeles","2017-07-31","Job Openings","197513.75",NA
"1189","Los Angeles","2017-08","Metro Median Base Pay",NA,"59810"
"1190","Los Angeles","2017-08-07","Job Openings","200465",NA
"1191","Los Angeles","2017-08-14","Job Openings","202556.5",NA
"1192","Los Angeles","2017-08-21","Job Openings","204164.75",NA
"1193","Los Angeles","2017-08-28","Job Openings","204998.75",NA
"1194","Los Angeles","2017-09","Metro Median Base Pay",NA,"60013"
"1195","Los Angeles","2017-09-04","Job Openings","204303.5",NA
"1196","Los Angeles","2017-09-11","Job Openings","205091.25",NA
"1197","Los Angeles","2017-09-18","Job Openings","206124.75",NA
"1198","Los Angeles","2017-09-25","Job Openings","206864",NA
"1199","Los Angeles","2017-10","Metro Median Base Pay",NA,"60168"
"1200","Los Angeles","2017-10-02","Job Openings","210128.25",NA
"1201","Los Angeles","2017-10-09","Job Openings","210925.25",NA
"1202","Los Angeles","2017-10-16","Job Openings","212737.5",NA
"1203","Los Angeles","2017-10-23","Job Openings","214933.25",NA
"1204","Los Angeles","2017-10-30","Job Openings","215434.75",NA
"1205","Los Angeles","2017-11","Metro Median Base Pay",NA,"60451"
"1206","Los Angeles","2017-11-06","Job Openings","216460.75",NA
"1207","Los Angeles","2017-11-13","Job Openings","215849.25",NA
"1208","Los Angeles","2017-11-20","Job Openings","214923",NA
"1209","Los Angeles","2017-11-27","Job Openings","213374",NA
"1210","Los Angeles","2017-12","Metro Median Base Pay",NA,"60603.333333333299"
"1211","Los Angeles","2017-12-04","Job Openings","215745",NA
"1212","Los Angeles","2017-12-11","Job Openings","215215.25",NA
"1213","Los Angeles","2017-12-18","Job Openings","214198.75",NA
"1214","Los Angeles","2017-12-25","Job Openings","213138.25",NA
"1215","Los Angeles","2018-01","Metro Median Base Pay",NA,"60721.333333333299"
"1216","Los Angeles","2018-01-01","Job Openings","209391",NA
"1217","Los Angeles","2018-01-08","Job Openings","209761.75",NA
"1218","Los Angeles","2018-01-15","Job Openings","209485.75",NA
"1219","Los Angeles","2018-01-22","Job Openings","210613.5",NA
"1220","Los Angeles","2018-01-29","Job Openings","211401.75",NA
"1221","Los Angeles","2018-02","Metro Median Base Pay",NA,"60725.333333333299"
"1222","Los Angeles","2018-02-05","Job Openings","211549",NA
"1223","Los Angeles","2018-02-12","Job Openings","212947",NA
"1224","Los Angeles","2018-02-19","Job Openings","213655",NA
"1225","Los Angeles","2018-02-26","Job Openings","214308.75",NA
"1226","Los Angeles","2018-03","Metro Median Base Pay",NA,"60901.333333333299"
"1227","Los Angeles","2018-03-05","Job Openings","215926.5",NA
"1228","Los Angeles","2018-03-12","Job Openings","216063.25",NA
"1229","Los Angeles","2018-03-19","Job Openings","215068.25",NA
"1230","Los Angeles","2018-03-26","Job Openings","213866.5",NA
"1231","Los Angeles","2018-04","Metro Median Base Pay",NA,"61002.666666666701"
"1232","Los Angeles","2018-04-02","Job Openings","211447.25",NA
"1233","Los Angeles","2018-04-09","Job Openings","210018",NA
"1234","Los Angeles","2018-04-16","Job Openings","209133.75",NA
"1235","Los Angeles","2018-04-23","Job Openings","208447.25",NA
"1236","Los Angeles","2018-04-30","Job Openings","208481.25",NA
"1237","Los Angeles","2018-05","Metro Median Base Pay",NA,"61282"
"1238","Los Angeles","2018-05-07","Job Openings","210755.5",NA
"1239","Los Angeles","2018-05-14","Job Openings","212419.5",NA
"1240","Los Angeles","2018-05-21","Job Openings","213651.75",NA
"1241","Los Angeles","2018-05-28","Job Openings","213941.25",NA
"1242","Los Angeles","2018-06","Metro Median Base Pay",NA,"61277"
"1243","Los Angeles","2018-06-04","Job Openings","211399.25",NA
"1244","Los Angeles","2018-06-11","Job Openings","209828.5",NA
"1245","Los Angeles","2018-06-18","Job Openings","208868.5",NA
"1246","Los Angeles","2018-06-25","Job Openings","208144.25",NA
"1247","Los Angeles","2018-07","Metro Median Base Pay",NA,"61449.333333333299"
"1248","Los Angeles","2018-07-02","Job Openings","208215.75",NA
"1249","Los Angeles","2018-07-09","Job Openings","208706.75",NA
"1250","Los Angeles","2018-07-16","Job Openings","209088.75",NA
"1251","Los Angeles","2018-07-23","Job Openings","209809.5",NA
"1252","Los Angeles","2018-07-30","Job Openings","211002.75",NA
"1253","Los Angeles","2018-08","Metro Median Base Pay",NA,"61499.333333333299"
"1254","Los Angeles","2018-08-06","Job Openings","212710",NA
"1255","Los Angeles","2018-08-13","Job Openings","215277",NA
"1256","Los Angeles","2018-08-20","Job Openings","217178.25",NA
"1257","Los Angeles","2018-08-27","Job Openings","218056.75",NA
"1258","Los Angeles","2018-09","Metro Median Base Pay",NA,"61763.333333333299"
"1259","Los Angeles","2018-09-03","Job Openings","217072.25",NA
"1260","Los Angeles","2018-09-10","Job Openings","215177.5",NA
"1261","Los Angeles","2018-09-17","Job Openings","214168.25",NA
"1262","Los Angeles","2018-09-24","Job Openings","215103.25",NA
"1263","Los Angeles","2018-10","Metro Median Base Pay",NA,"61939.666666666701"
"1264","Los Angeles","2018-10-01","Job Openings","217530",NA
"1265","Los Angeles","2018-10-08","Job Openings","218879.25",NA
"1266","Los Angeles","2018-10-15","Job Openings","218363.25",NA
"1267","Los Angeles","2018-10-22","Job Openings","216450.5",NA
"1268","Los Angeles","2018-10-29","Job Openings","214955",NA
"1269","Los Angeles","2018-11","Metro Median Base Pay",NA,"62017.666666666701"
"1270","Los Angeles","2018-11-05","Job Openings","213854.75",NA
"1271","Los Angeles","2018-11-12","Job Openings","214082.5",NA
"1272","Los Angeles","2018-11-19","Job Openings","214137.25",NA
"1273","Los Angeles","2018-11-26","Job Openings","212987.75",NA
"1274","Los Angeles","2018-12","Metro Median Base Pay",NA,"62080.333333333299"
"1275","Los Angeles","2018-12-03","Job Openings","212844.75",NA
"1276","Los Angeles","2018-12-10","Job Openings","212565.75",NA
"1277","Los Angeles","2018-12-17","Job Openings","213113.25",NA
"1278","Los Angeles","2018-12-24","Job Openings","212716.75",NA
"1279","Los Angeles","2018-12-31","Job Openings","211849",NA
"1280","Los Angeles","2019-01","Metro Median Base Pay",NA,"62067"
"1281","Los Angeles","2019-01-07","Job Openings","211434.75",NA
"1282","Los Angeles","2019-01-14","Job Openings","209648.75",NA
"1283","Los Angeles","2019-01-21","Job Openings","209439.5",NA
"1284","Los Angeles","2019-01-28","Job Openings","210366",NA
"1285","Los Angeles","2019-02","Metro Median Base Pay",NA,"62115.666666666701"
"1286","Los Angeles","2019-02-04","Job Openings","210359",NA
"1287","Los Angeles","2019-02-11","Job Openings","210692.5",NA
"1288","Los Angeles","2019-02-18","Job Openings","210579.5",NA
"1289","Los Angeles","2019-02-25","Job Openings","209505.5",NA
"1290","Los Angeles","2019-03","Metro Median Base Pay",NA,"62027"
"1291","Los Angeles","2019-03-04","Job Openings","208554.75",NA
"1292","Los Angeles","2019-03-11","Job Openings","208355.25",NA
"1293","Los Angeles","2019-03-18","Job Openings","210045.75",NA
"1294","Los Angeles","2019-03-25","Job Openings","210874",NA
"1295","Los Angeles","2019-04","Metro Median Base Pay",NA,"62226.333333333299"
"1296","Los Angeles","2019-04-01","Job Openings","212324.5",NA
"1297","Los Angeles","2019-04-08","Job Openings","213592",NA
"1298","Los Angeles","2019-04-15","Job Openings","213494.25",NA
"1299","Los Angeles","2019-04-22","Job Openings","214026.75",NA
"1300","Los Angeles","2019-04-29","Job Openings","214712.25",NA
"1301","Los Angeles","2019-05","Metro Median Base Pay",NA,"62333.333333333299"
"1302","Los Angeles","2019-05-06","Job Openings","215024.25",NA
"1303","Los Angeles","2019-05-13","Job Openings","214276.25",NA
"1304","Los Angeles","2019-05-20","Job Openings","214411.25",NA
"1305","Los Angeles","2019-05-27","Job Openings","213500.75",NA
"1306","Los Angeles","2019-06","Metro Median Base Pay",NA,"62733"
"1307","Los Angeles","2019-06-03","Job Openings","214039.75",NA
"1308","Los Angeles","2019-06-10","Job Openings","215791.75",NA
"1309","Los Angeles","2019-06-17","Job Openings","216288.75",NA
"1310","Los Angeles","2019-06-24","Job Openings","216323.5",NA
"1311","Los Angeles","2019-07","Metro Median Base Pay",NA,"63143"
"1312","Los Angeles","2019-07-01","Job Openings","215972.25",NA
"1313","Los Angeles","2019-07-08","Job Openings","215771",NA
"1314","Los Angeles","2019-07-15","Job Openings","216971.5",NA
"1315","Los Angeles","2019-07-22","Job Openings","219546.5",NA
"1316","Los Angeles","2019-07-29","Job Openings","221671.5",NA
"1317","Los Angeles","2019-08","Metro Median Base Pay",NA,"63422.333333333299"
"1318","Los Angeles","2019-08-05","Job Openings","223365.5",NA
"1319","Los Angeles","2019-08-12","Job Openings","223514.75",NA
"1320","Los Angeles","2019-08-19","Job Openings","223541.75",NA
"1321","Los Angeles","2019-08-26","Job Openings","222676.25",NA
"1322","Los Angeles","2019-09","Metro Median Base Pay",NA,"63584.666666666701"
"1323","Los Angeles","2019-09-02","Job Openings","221206.75",NA
"1324","Los Angeles","2019-09-09","Job Openings","220783.25",NA
"1325","Los Angeles","2019-09-16","Job Openings","221149.5",NA
"1326","Los Angeles","2019-09-23","Job Openings","222496.75",NA
"1327","Los Angeles","2019-09-30","Job Openings","223165.25",NA
"1328","Los Angeles","2019-10","Metro Median Base Pay",NA,"63551.333333333299"
"1329","Los Angeles","2019-10-07","Job Openings","223018.75",NA
"1330","Los Angeles","2019-10-14","Job Openings","220788.75",NA
"1331","New York City","2014-03","Metro Median Base Pay",NA,"57796"
"1332","New York City","2014-04","Metro Median Base Pay",NA,"57888.333333333299"
"1333","New York City","2014-05","Metro Median Base Pay",NA,"57907.333333333299"
"1334","New York City","2014-06","Metro Median Base Pay",NA,"58022"
"1335","New York City","2014-07","Metro Median Base Pay",NA,"58093"
"1336","New York City","2014-08","Metro Median Base Pay",NA,"58129"
"1337","New York City","2014-09","Metro Median Base Pay",NA,"58266"
"1338","New York City","2014-10","Metro Median Base Pay",NA,"58426"
"1339","New York City","2014-11","Metro Median Base Pay",NA,"58564"
"1340","New York City","2014-12","Metro Median Base Pay",NA,"58709.666666666701"
"1341","New York City","2015-01","Metro Median Base Pay",NA,"59003.666666666701"
"1342","New York City","2015-02","Metro Median Base Pay",NA,"59191.333333333299"
"1343","New York City","2015-03","Metro Median Base Pay",NA,"59172.333333333299"
"1344","New York City","2015-04","Metro Median Base Pay",NA,"58939"
"1345","New York City","2015-05","Metro Median Base Pay",NA,"58750"
"1346","New York City","2015-06","Metro Median Base Pay",NA,"58795"
"1347","New York City","2015-07","Metro Median Base Pay",NA,"58724"
"1348","New York City","2015-08","Metro Median Base Pay",NA,"58766.666666666701"
"1349","New York City","2015-09","Metro Median Base Pay",NA,"58942.333333333299"
"1350","New York City","2015-10","Metro Median Base Pay",NA,"59083"
"1351","New York City","2015-11","Metro Median Base Pay",NA,"59295.666666666701"
"1352","New York City","2015-12","Metro Median Base Pay",NA,"59479.333333333299"
"1353","New York City","2016-01","Metro Median Base Pay",NA,"59793.666666666701"
"1354","New York City","2016-01-04","Job Openings",NA,NA
"1355","New York City","2016-01-11","Job Openings",NA,NA
"1356","New York City","2016-01-18","Job Openings",NA,NA
"1357","New York City","2016-01-25","Job Openings","267204.25",NA
"1358","New York City","2016-02","Metro Median Base Pay",NA,"59887.333333333299"
"1359","New York City","2016-02-01","Job Openings","268985.5",NA
"1360","New York City","2016-02-08","Job Openings","271603.25",NA
"1361","New York City","2016-02-15","Job Openings","274041.5",NA
